epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,4627.7,1.05304,0.6187,0.00311,0.74489,0.80004,0.80468,0.53266,1.21048,0.79515,0.00605,0.000623,0.000623,0.000623
78,4686.92,1.04879,0.61443,0.00304,0.79457,0.73648,0.78432,0.51678,1.19419,0.88388,0.00584,0.00061475,0.00061475,0.00061475
79,4745.94,1.03424,0.61738,0.00297,0.75145,0.7614,0.80466,0.53257,1.20691,0.86842,0.00595,0.0006065,0.0006065,0.0006065
80,4805.14,1.03897,0.60823,0.003,0.79571,0.74368,0.79521,0.52644,1.22374,0.84768,0.00599,0.00059825,0.00059825,0.00059825
81,4864.17,1.02754,0.58075,0.00303,0.78064,0.73756,0.7743,0.51148,1.21881,0.82499,0.00598,0.00059,0.00059,0.00059
82,4923.18,1.0301,0.6064,0.00311,0.81151,0.79424,0.81176,0.52866,1.2086,0.83825,0.00594,0.00058175,0.00058175,0.00058175
83,4982.28,1.02274,0.58023,0.00302,0.78814,0.7616,0.80271,0.52416,1.20689,0.82032,0.0059,0.0005735,0.0005735,0.0005735
84,5041.36,1.00325,0.5893,0.00295,0.82845,0.73101,0.78807,0.51467,1.21046,0.87229,0.00592,0.00056525,0.00056525,0.00056525
85,5100.84,1.01186,0.57886,0.00294,0.80128,0.75997,0.78886,0.52129,1.21661,0.90308,0.00597,0.000557,0.000557,0.000557
86,5159.83,1.01545,0.58892,0.00295,0.76514,0.79208,0.83076,0.53983,1.23365,0.81857,0.00611,0.00054875,0.00054875,0.00054875
87,5218.9,1.00288,0.57414,0.00301,0.83326,0.74721,0.80057,0.52961,1.21424,0.87727,0.00589,0.0005405,0.0005405,0.0005405
88,5277.96,1.00065,0.56257,0.00293,0.82084,0.77734,0.78939,0.5227,1.21004,0.8945,0.00589,0.00053225,0.00053225,0.00053225
89,5337.01,1.00252,0.57618,0.00297,0.77734,0.74487,0.78146,0.50344,1.23037,0.82258,0.00588,0.000524,0.000524,0.000524
